_id,date,dateString,devices,group,lat,lng
ObjectId(607ede85807848002a3e7339),2021-04-20T14:00:37.613Z,"4/20/2021, 9:00:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800612,100.803558
ObjectId(607edfb1807848002a3e733c),2021-04-20T14:05:37.632Z,"4/20/2021, 9:05:37 PM",[],ObjectId(6048a2e17910af0028660756),13.80061,100.803551
ObjectId(607ee0dd807848002a3e733f),2021-04-20T14:10:37.647Z,"4/20/2021, 9:10:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800611,100.803551
ObjectId(607ee20a807848002a3e7342),2021-04-20T14:15:38.098Z,"4/20/2021, 9:15:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803551
ObjectId(607ee335807848002a3e7345),2021-04-20T14:20:37.703Z,"4/20/2021, 9:20:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803551
ObjectId(607ee461807848002a3e7348),2021-04-20T14:25:37.736Z,"4/20/2021, 9:25:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800618,100.803551
ObjectId(607ee6ba807848002a3e734b),2021-04-20T14:35:38.174Z,"4/20/2021, 9:35:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800597,100.803513
ObjectId(607ee7e5807848002a3e734e),2021-04-20T14:40:37.887Z,"4/20/2021, 9:40:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800595,100.803513
ObjectId(607ee911807848002a3e7351),2021-04-20T14:45:37.860Z,"4/20/2021, 9:45:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803505
ObjectId(607eea3d807848002a3e7354),2021-04-20T14:50:37.935Z,"4/20/2021, 9:50:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800598,100.803482
ObjectId(607eeb69807848002a3e7357),2021-04-20T14:55:37.961Z,"4/20/2021, 9:55:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800603,100.803467
ObjectId(607eec95807848002a3e735a),2021-04-20T15:00:37.964Z,"4/20/2021, 10:00:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803474
ObjectId(607eedc1807848002a3e735d),2021-04-20T15:05:37.947Z,"4/20/2021, 10:05:37 PM",[],ObjectId(6048a2e17910af0028660756),13.800622,100.803474
ObjectId(607ef146807848002a3e7360),2021-04-20T15:20:38.341Z,"4/20/2021, 10:20:38 PM",[],ObjectId(6048a2e17910af0028660756),0,0
ObjectId(607ef272807848002a3e7363),2021-04-20T15:25:38.071Z,"4/20/2021, 10:25:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800699,100.80352
ObjectId(607ef39e807848002a3e7366),2021-04-20T15:30:38.106Z,"4/20/2021, 10:30:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800678,100.803482
ObjectId(607ef4ca807848002a3e7369),2021-04-20T15:35:38.136Z,"4/20/2021, 10:35:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800673,100.803482
ObjectId(607ef5f6807848002a3e736c),2021-04-20T15:40:38.156Z,"4/20/2021, 10:40:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800691,100.80352
ObjectId(607ef722807848002a3e736f),2021-04-20T15:45:38.187Z,"4/20/2021, 10:45:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800685,100.803528
ObjectId(607ef84e807848002a3e7372),2021-04-20T15:50:38.217Z,"4/20/2021, 10:50:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800678,100.803535
ObjectId(607ef97a807848002a3e7375),2021-04-20T15:55:38.268Z,"4/20/2021, 10:55:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800671,100.803535
ObjectId(607efaa6807848002a3e7378),2021-04-20T16:00:38.274Z,"4/20/2021, 11:00:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800669,100.803535
ObjectId(607efbd2807848002a3e737b),2021-04-20T16:05:38.284Z,"4/20/2021, 11:05:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800664,100.803535
ObjectId(607efcfe807848002a3e737e),2021-04-20T16:10:38.319Z,"4/20/2021, 11:10:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800662,100.803535
ObjectId(607efe2a807848002a3e7381),2021-04-20T16:15:38.333Z,"4/20/2021, 11:15:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800659,100.803528
ObjectId(607eff56807848002a3e7384),2021-04-20T16:20:38.821Z,"4/20/2021, 11:20:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800675,100.803551
ObjectId(607f0082807848002a3e7387),2021-04-20T16:25:38.418Z,"4/20/2021, 11:25:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800677,100.803543
ObjectId(607f01ae807848002a3e738a),2021-04-20T16:30:38.438Z,"4/20/2021, 11:30:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800674,100.803535
ObjectId(607f02da807848002a3e738d),2021-04-20T16:35:38.475Z,"4/20/2021, 11:35:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800618,100.803566
ObjectId(607f0406807848002a3e7390),2021-04-20T16:40:38.477Z,"4/20/2021, 11:40:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803543
ObjectId(607f0532807848002a3e7393),2021-04-20T16:45:38.584Z,"4/20/2021, 11:45:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803535
ObjectId(607f065e807848002a3e7396),2021-04-20T16:50:38.543Z,"4/20/2021, 11:50:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803535
ObjectId(607f078a807848002a3e7399),2021-04-20T16:55:38.562Z,"4/20/2021, 11:55:38 PM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803535
ObjectId(607f08b6807848002a3e739c),2021-04-20T17:00:38.586Z,"4/21/2021, 12:00:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.80352
ObjectId(607f09e2807848002a3e739f),2021-04-20T17:05:38.613Z,"4/21/2021, 12:05:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803513
ObjectId(607f0b0e807848002a3e73a2),2021-04-20T17:10:38.646Z,"4/21/2021, 12:10:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800615,100.803505
ObjectId(607f0c3a807848002a3e73a5),2021-04-20T17:15:38.680Z,"4/21/2021, 12:15:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803505
ObjectId(607f0d67807848002a3e73a8),2021-04-20T17:20:39.076Z,"4/21/2021, 12:20:39 AM",[],ObjectId(6048a2e17910af0028660756),13.80062,100.803513
ObjectId(607f0e92807848002a3e73ab),2021-04-20T17:25:38.713Z,"4/21/2021, 12:25:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800621,100.80352
ObjectId(607f0fbe807848002a3e73ae),2021-04-20T17:30:38.743Z,"4/21/2021, 12:30:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800622,100.803528
ObjectId(607f10ea807848002a3e73b1),2021-04-20T17:35:38.760Z,"4/21/2021, 12:35:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800621,100.803558
ObjectId(607f1216807848002a3e73b4),2021-04-20T17:40:38.794Z,"4/21/2021, 12:40:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800619,100.803558
ObjectId(607f1342807848002a3e73b7),2021-04-20T17:45:38.867Z,"4/21/2021, 12:45:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800618,100.803558
ObjectId(607f146e807848002a3e73ba),2021-04-20T17:50:38.847Z,"4/21/2021, 12:50:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803551
ObjectId(607f159a807848002a3e73bd),2021-04-20T17:55:38.880Z,"4/21/2021, 12:55:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800618,100.803551
ObjectId(607f16c6807848002a3e73c0),2021-04-20T18:00:38.804Z,"4/21/2021, 1:00:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800618,100.803543
ObjectId(607f17f2807848002a3e73c2),2021-04-20T18:05:38.876Z,"4/21/2021, 1:05:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803543
ObjectId(607f191e807848002a3e73c4),2021-04-20T18:10:38.959Z,"4/21/2021, 1:10:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803543
ObjectId(607f1a4a807848002a3e73c7),2021-04-20T18:15:38.981Z,"4/21/2021, 1:15:38 AM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803543
ObjectId(607f1b77807848002a3e73ca),2021-04-20T18:20:39.330Z,"4/21/2021, 1:20:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800588,100.803513
ObjectId(607f1ca3807848002a3e73cd),2021-04-20T18:25:39.050Z,"4/21/2021, 1:25:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800589,100.803513
ObjectId(607f1dcf807848002a3e73d0),2021-04-20T18:30:39.068Z,"4/21/2021, 1:30:39 AM",[],ObjectId(6048a2e17910af0028660756),13.80059,100.803513
ObjectId(607f1efb807848002a3e73d3),2021-04-20T18:35:39.075Z,"4/21/2021, 1:35:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800592,100.803513
ObjectId(607f2027807848002a3e73d6),2021-04-20T18:40:39.111Z,"4/21/2021, 1:40:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800595,100.803513
ObjectId(607f2153807848002a3e73d9),2021-04-20T18:45:39.173Z,"4/21/2021, 1:45:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800598,100.803513
ObjectId(607f227f807848002a3e73dc),2021-04-20T18:50:39.161Z,"4/21/2021, 1:50:39 AM",[],ObjectId(6048a2e17910af0028660756),13.8006,100.803513
ObjectId(607f23ab807848002a3e73df),2021-04-20T18:55:39.198Z,"4/21/2021, 1:55:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800604,100.803513
ObjectId(607f24d7807848002a3e73e2),2021-04-20T19:00:39.215Z,"4/21/2021, 2:00:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800605,100.803513
ObjectId(607f2603807848002a3e73e5),2021-04-20T19:05:39.240Z,"4/21/2021, 2:05:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800606,100.803513
ObjectId(607f272f807848002a3e73e8),2021-04-20T19:10:39.288Z,"4/21/2021, 2:10:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800606,100.803513
ObjectId(607f285b807848002a3e73eb),2021-04-20T19:15:39.219Z,"4/21/2021, 2:15:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800607,100.803513
ObjectId(607f2987807848002a3e73ed),2021-04-20T19:20:39.731Z,"4/21/2021, 2:20:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.80352
ObjectId(607f2ab3807848002a3e73ef),2021-04-20T19:25:39.283Z,"4/21/2021, 2:25:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.80352
ObjectId(607f2bdf807848002a3e73f1),2021-04-20T19:30:39.331Z,"4/21/2021, 2:30:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800604,100.803513
ObjectId(607f2d0b807848002a3e73f3),2021-04-20T19:35:39.305Z,"4/21/2021, 2:35:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800601,100.803513
ObjectId(607f2e37807848002a3e73f5),2021-04-20T19:40:39.339Z,"4/21/2021, 2:40:39 AM",[],ObjectId(6048a2e17910af0028660756),13.8006,100.80352
ObjectId(607f2f63807848002a3e73f7),2021-04-20T19:45:39.365Z,"4/21/2021, 2:45:39 AM",[],ObjectId(6048a2e17910af0028660756),13.8006,100.803528
ObjectId(607f308f807848002a3e73f9),2021-04-20T19:50:39.393Z,"4/21/2021, 2:50:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800599,100.803528
ObjectId(607f31bb807848002a3e73fb),2021-04-20T19:55:39.489Z,"4/21/2021, 2:55:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800598,100.803528
ObjectId(607f32e7807848002a3e73fd),2021-04-20T20:00:39.445Z,"4/21/2021, 3:00:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800594,100.80352
ObjectId(607f3413807848002a3e73ff),2021-04-20T20:05:39.467Z,"4/21/2021, 3:05:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800592,100.80352
ObjectId(607f353f807848002a3e7401),2021-04-20T20:10:39.638Z,"4/21/2021, 3:10:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800591,100.80352
ObjectId(607f366b807848002a3e7404),2021-04-20T20:15:39.509Z,"4/21/2021, 3:15:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803505
ObjectId(607f3797807848002a3e7406),2021-04-20T20:20:39.896Z,"4/21/2021, 3:20:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800645,100.803543
ObjectId(607f38c3807848002a3e7408),2021-04-20T20:25:39.606Z,"4/21/2021, 3:25:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800642,100.803535
ObjectId(607f39ef807848002a3e740a),2021-04-20T20:30:39.651Z,"4/21/2021, 3:30:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800624,100
ObjectId(607f3b1b807848002a3e740c),2021-04-20T20:35:39.628Z,"4/21/2021, 3:35:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800629,100.80352
ObjectId(607f3c47807848002a3e740e),2021-04-20T20:40:39.646Z,"4/21/2021, 3:40:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800627,100.803513
ObjectId(607f3d73807848002a3e7410),2021-04-20T20:45:39.682Z,"4/21/2021, 3:45:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800621,100.803513
ObjectId(607f3e9f807848002a3e7412),2021-04-20T20:50:39.715Z,"4/21/2021, 3:50:39 AM",[],ObjectId(6048a2e17910af0028660756),13.80062,100.803513
ObjectId(607f3fcb807848002a3e7414),2021-04-20T20:55:39.826Z,"4/21/2021, 3:55:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803513
ObjectId(607f40f7807848002a3e7416),2021-04-20T21:00:39.763Z,"4/21/2021, 4:00:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803505
ObjectId(607f4223807848002a3e7418),2021-04-20T21:05:39.795Z,"4/21/2021, 4:05:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800613,100.803505
ObjectId(607f434f807848002a3e741a),2021-04-20T21:10:39.811Z,"4/21/2021, 4:10:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800613,100.803505
ObjectId(607f447b807848002a3e741c),2021-04-20T21:15:39.830Z,"4/21/2021, 4:15:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800613,100.803505
ObjectId(607f45a8807848002a3e741e),2021-04-20T21:20:40.255Z,"4/21/2021, 4:20:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800616,100.803505
ObjectId(607f46d3807848002a3e7420),2021-04-20T21:25:39.870Z,"4/21/2021, 4:25:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803497
ObjectId(607f47ff807848002a3e7422),2021-04-20T21:30:39.969Z,"4/21/2021, 4:30:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800612,100.803497
ObjectId(607f492b807848002a3e7424),2021-04-20T21:35:39.939Z,"4/21/2021, 4:35:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800611,100.803505
ObjectId(607f4a57807848002a3e7426),2021-04-20T21:40:39.963Z,"4/21/2021, 4:40:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803505
ObjectId(607f4b83807848002a3e7428),2021-04-20T21:45:39.984Z,"4/21/2021, 4:45:39 AM",[],ObjectId(6048a2e17910af0028660756),13.800607,100.803505
ObjectId(607f4cb0807848002a3e742a),2021-04-20T21:50:40.006Z,"4/21/2021, 4:50:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800605,100.803505
ObjectId(607f4ddc807848002a3e742c),2021-04-20T21:55:40.035Z,"4/21/2021, 4:55:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800603,100.803505
ObjectId(607f4f08807848002a3e742e),2021-04-20T22:00:40.071Z,"4/21/2021, 5:00:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800603,100.803505
ObjectId(607f5034807848002a3e7430),2021-04-20T22:05:40.123Z,"4/21/2021, 5:05:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800603,100.803505
ObjectId(607f5160807848002a3e7432),2021-04-20T22:10:40.107Z,"4/21/2021, 5:10:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800604,100.803505
ObjectId(607f528c807848002a3e7434),2021-04-20T22:15:40.143Z,"4/21/2021, 5:15:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800606,100.803505
ObjectId(607f53b8807848002a3e7436),2021-04-20T22:20:40.554Z,"4/21/2021, 5:20:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800606,100.803505
ObjectId(607f54e4807848002a3e7438),2021-04-20T22:25:40.190Z,"4/21/2021, 5:25:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800607,100.803505
ObjectId(607f5610807848002a3e743a),2021-04-20T22:30:40.256Z,"4/21/2021, 5:30:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800609,100.803505
ObjectId(607f573c807848002a3e743c),2021-04-20T22:35:40.218Z,"4/21/2021, 5:35:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800609,100.803505
ObjectId(607f5868807848002a3e743e),2021-04-20T22:40:40.242Z,"4/21/2021, 5:40:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800609,100.803505
ObjectId(607f5994807848002a3e7440),2021-04-20T22:45:40.298Z,"4/21/2021, 5:45:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800609,100.803505
ObjectId(607f5ac0807848002a3e7442),2021-04-20T22:50:40.302Z,"4/21/2021, 5:50:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800609,100.803505
ObjectId(607f5bec807848002a3e7444),2021-04-20T22:55:40.339Z,"4/21/2021, 5:55:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803505
ObjectId(607f5d18807848002a3e7446),2021-04-20T23:00:40.361Z,"4/21/2021, 6:00:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803505
ObjectId(607f5e44807848002a3e7448),2021-04-20T23:05:40.407Z,"4/21/2021, 6:05:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803505
ObjectId(607f5f70807848002a3e744a),2021-04-20T23:10:40.402Z,"4/21/2021, 6:10:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803513
ObjectId(607f609c807848002a3e744c),2021-04-20T23:15:40.966Z,"4/21/2021, 6:15:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800562,100.803459
ObjectId(607f61c8807848002a3e744e),2021-04-20T23:20:40.449Z,"4/21/2021, 6:20:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800517,100.803482
ObjectId(607f62f4807848002a3e7450),2021-04-20T23:25:40.470Z,"4/21/2021, 6:25:40 AM",[],ObjectId(6048a2e17910af0028660756),13.80052,100.803482
ObjectId(607f6420807848002a3e7452),2021-04-20T23:30:40.555Z,"4/21/2021, 6:30:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800538,100.803497
ObjectId(607f654c807848002a3e7454),2021-04-20T23:35:40.524Z,"4/21/2021, 6:35:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800546,100.803505
ObjectId(607f6678807848002a3e7456),2021-04-20T23:40:40.556Z,"4/21/2021, 6:40:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800558,100.803513
ObjectId(607f67a4807848002a3e7458),2021-04-20T23:45:40.567Z,"4/21/2021, 6:45:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800568,100.803513
ObjectId(607f68d0807848002a3e745a),2021-04-20T23:50:40.591Z,"4/21/2021, 6:50:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800593,100.803513
ObjectId(607f69fc807848002a3e745c),2021-04-20T23:55:40.634Z,"4/21/2021, 6:55:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800611,100.803482
ObjectId(607f6b28807848002a3e745e),2021-04-21T00:00:40.665Z,"4/21/2021, 7:00:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800611,100.80349
ObjectId(607f6c54807848002a3e7460),2021-04-21T00:05:40.713Z,"4/21/2021, 7:05:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800611,100.803497
ObjectId(607f6d80807848002a3e7462),2021-04-21T00:10:40.721Z,"4/21/2021, 7:10:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803497
ObjectId(607f6ead807848002a3e7464),2021-04-21T00:15:41.160Z,"4/21/2021, 7:15:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803467
ObjectId(607f6fd8807848002a3e7466),2021-04-21T00:20:40.786Z,"4/21/2021, 7:20:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800638,100.803528
ObjectId(607f7104807848002a3e7468),2021-04-21T00:25:40.804Z,"4/21/2021, 7:25:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800605,100.803482
ObjectId(607f7230807848002a3e746a),2021-04-21T00:30:40.874Z,"4/21/2021, 7:30:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800608,100.803482
ObjectId(607f735c807848002a3e746c),2021-04-21T00:35:40.873Z,"4/21/2021, 7:35:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800626,100.80352
ObjectId(607f7488807848002a3e746e),2021-04-21T00:40:40.872Z,"4/21/2021, 7:40:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800625,100.803528
ObjectId(607f75b4807848002a3e7470),2021-04-21T00:45:40.927Z,"4/21/2021, 7:45:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800663,100.803535
ObjectId(607f76e0807848002a3e7472),2021-04-21T00:50:40.935Z,"4/21/2021, 7:50:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800655,100.80352
ObjectId(607f780c807848002a3e7474),2021-04-21T00:55:40.944Z,"4/21/2021, 7:55:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800656,100.803513
ObjectId(607f7939807848002a3e7476),2021-04-21T01:00:40.999Z,"4/21/2021, 8:00:40 AM",[],ObjectId(6048a2e17910af0028660756),13.800634,100.80352
ObjectId(607f7a65807848002a3e7478),2021-04-21T01:05:41.034Z,"4/21/2021, 8:05:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800633,100.803528
ObjectId(607f7cbd807848002a3e747a),2021-04-21T01:15:41.335Z,"4/21/2021, 8:15:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800643,100.803574
ObjectId(607f7de9807848002a3e747c),2021-04-21T01:20:41.080Z,"4/21/2021, 8:20:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800632,100.803551
ObjectId(607f7f15807848002a3e747e),2021-04-21T01:25:41.108Z,"4/21/2021, 8:25:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800617,100.803566
ObjectId(607f8041807848002a3e7480),2021-04-21T01:30:41.179Z,"4/21/2021, 8:30:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800631,100.803551
ObjectId(607f816d807848002a3e7482),2021-04-21T01:35:41.154Z,"4/21/2021, 8:35:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800614,100.803497
ObjectId(607f8299807848002a3e7484),2021-04-21T01:40:41.159Z,"4/21/2021, 8:40:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800612,100.803497
ObjectId(607f83c5807848002a3e7486),2021-04-21T01:45:41.182Z,"4/21/2021, 8:45:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800612,100.803497
ObjectId(607f84f1807848002a3e7488),2021-04-21T01:50:41.219Z,"4/21/2021, 8:50:41 AM",[],ObjectId(6048a2e17910af0028660756),13.80063,100.803513
ObjectId(607f861d807848002a3e748a),2021-04-21T01:55:41.244Z,"4/21/2021, 8:55:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800653,100.803581
ObjectId(607f8749807848002a3e748c),2021-04-21T02:00:41.260Z,"4/21/2021, 9:00:41 AM",[],ObjectId(6048a2e17910af0028660756),13.8006,100.803482
ObjectId(607f8875807848002a3e748e),2021-04-21T02:05:41.357Z,"4/21/2021, 9:05:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800541,100.803291
ObjectId(607f89a1807848002a3e7490),2021-04-21T02:10:41.328Z,"4/21/2021, 9:10:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800589,100.803436
ObjectId(607f8acd807848002a3e7492),2021-04-21T02:15:41.700Z,"4/21/2021, 9:15:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800629,100.803482
ObjectId(607f8bf9807848002a3e7494),2021-04-21T02:20:41.378Z,"4/21/2021, 9:20:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800648,100.803505
ObjectId(607f8d25807848002a3e7496),2021-04-21T02:25:41.419Z,"4/21/2021, 9:25:41 AM",[],ObjectId(6048a2e17910af0028660756),13.800647,100.803513
ObjectId(60b4c5590e6de2002a230744),2021-05-31T11:15:37.966Z,"5/31/2021, 6:15:37 PM",[],ObjectId(6048a2e17910af0028660756),0,0
ObjectId(60b4cf6b0e6de2002a230747),2021-05-31T11:58:35.265Z,"5/31/2021, 6:58:35 PM",[],ObjectId(60b4cf6b0e6de2002a230746),0,0
ObjectId(60b5586a0e6de2002a23074a),2021-05-31T21:43:06.803Z,"6/1/2021, 4:43:06 AM",[],ObjectId(60b5586a0e6de2002a230749),0,0
ObjectId(60b9e7180e6de2002a23074d),2021-06-04T08:40:56.247Z,"6/4/2021, 3:40:56 PM",[],ObjectId(60b9e7180e6de2002a23074c),0,0
ObjectId(60b9e9980e6de2002a230752),2021-06-04T08:51:36.195Z,"6/4/2021, 3:51:36 PM",[],ObjectId(60b9e9980e6de2002a230751),0,0
ObjectId(60bed5cefa61cd0029515a46),2021-06-08T02:28:30.900Z,"6/8/2021, 9:28:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779831,100.721191
ObjectId(60bed6fafa61cd0029515a4b),2021-06-08T02:33:30.720Z,"6/8/2021, 9:33:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779826,100.721191
ObjectId(60bed826fa61cd0029515a4f),2021-06-08T02:38:30.861Z,"6/8/2021, 9:38:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779822,100.721184
ObjectId(60bed952fa61cd0029515a54),2021-06-08T02:43:30.882Z,"6/8/2021, 9:43:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779818,100.721184
ObjectId(60beda7efa61cd0029515a59),2021-06-08T02:48:30.900Z,"6/8/2021, 9:48:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779819,100.721184
ObjectId(60bedbaafa61cd0029515a5e),2021-06-08T02:53:30.923Z,"6/8/2021, 9:53:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779818,100.721184
ObjectId(60bedcd6fa61cd0029515a63),2021-06-08T02:58:30.934Z,"6/8/2021, 9:58:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779819,100.721184
ObjectId(60bede03fa61cd0029515a68),2021-06-08T03:03:31.002Z,"6/8/2021, 10:03:31 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779819,100.721184
ObjectId(60bedf2efa61cd0029515a6d),2021-06-08T03:08:30.981Z,"6/8/2021, 10:08:30 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779819,100.721184
ObjectId(60bee05bfa61cd0029515a72),2021-06-08T03:13:31.506Z,"6/8/2021, 10:13:31 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779819,100.721184
ObjectId(60bee187fa61cd0029515a77),2021-06-08T03:18:31.012Z,"6/8/2021, 10:18:31 AM",[],ObjectId(60b9e7180e6de2002a23074c),13.779819,100.721184
